JGI_id,YALI0_id,glucose_1,glucose_2,glucose_3,glycerol_1,glycerol_2,glycerol_3,oleic_acid_1,oleic_acid_2,oleic_acid_3
jgi.p|Yarli1|66182,YALI0C02167g,1.66,2.06,1.68,1.76,0.85,0.73,2.49,1.14,1.53
jgi.p|Yarli1|66183,YALI0C02211g,63.57,57.75,63.18,72.63,77.67,84.03,102.94,105.18,91.27
jgi.p|Yarli1|66184,YALI0C02233g,38.14,45.68,45.51,43.81,50.97,46.79,49.01,43.39,42.88
jgi.p|Yarli1|66185,YALI0C02255g,12.77,11.72,19.05,18.04,12.79,14.87,14.32,9.91,10.3
jgi.p|Yarli1|66186,YALI0C02321g,36.69,35.54,46.05,48.7,48.23,51.31,36.24,33.93,33.46
jgi.p|Yarli1|66187,YALI0C02343g,33.45,40.22,40.62,64.9,52.08,62.66,51.06,35.45,40.41
jgi.p|Yarli1|66188,YALI0C02365g,23.52,20.83,24.76,14.32,10.46,10.65,15.2,17.71,13.97
jgi.p|Yarli1|66189,YALI0C02387g,31.67,18.23,23.65,70.34,75.63,88.29,25.13,34.99,24.27
jgi.p|Yarli1|66190,YALI0C02409g,69.06,70.85,83.49,49.83,56.59,50.93,63.68,52.13,52.41
jgi.p|Yarli1|66191,YALI0C02431g,62.7,71.89,72.12,85.58,76.9,106.7,355.68,461.55,380.25
jgi.p|Yarli1|66192,YALI0C02453g,68.78,73.69,64.19,78.74,75.67,69.79,57.46,35.28,45.6
jgi.p|Yarli1|66193,YALI0C02475g,23.72,22.54,25.85,37.5,33.82,38.2,19.72,14.69,18.24
jgi.p|Yarli1|66194,YALI0C02497g,38.9,37.52,47.94,54.74,50.77,57.85,34.15,33.58,33.92
jgi.p|Yarli1|66195,YALI0C02519g,9.44,6.7,10.17,9.16,7.13,10.21,6.5,7.6,6.78
jgi.p|Yarli1|66196,YALI0C02541g,0.51,0.27,0.3,0.32,0.31,0.2,1.08,0.99,1.5
jgi.p|Yarli1|66197,YALI0C02563g,58.45,62.06,59.86,44.57,49.36,53.05,65.94,55.44,63.22
jgi.p|Yarli1|66198,YALI0C02585g,23.39,31.11,28.84,38.21,30.14,30.77,14.15,10.25,11.59
jgi.p|Yarli1|66199,YALI0C02607g,77.41,85.8,74.28,36.52,30.68,32.56,38.91,36.78,38.98
jgi.p|Yarli1|66200,YALI0C02629g,25.67,30.17,25.05,73.5,94.96,91.89,89.81,77.19,78.17
jgi.p|Yarli1|66201,YALI0C02651g,92.32,96.41,102.58,131.32,121.5,140.54,66.92,63.98,67.5
jgi.p|Yarli1|66202,YALI0C02717g,82.89,78.33,77.63,64.12,54.68,49.42,55.96,62.45,60.04
jgi.p|Yarli1|66203,YALI0C02761g,8.29,4.26,8,13.29,10.81,15.54,6.29,5.01,6.07
jgi.p|Yarli1|66204,YALI0C02783g,0.1,0.16,0.71,0.09,0.24,0.15,0,0.1,0
jgi.p|Yarli1|66205,YALI0C02805g,61,64.42,64,87.66,86.88,124.77,244.59,280.28,279.53
jgi.p|Yarli1|66206,YALI0C02827g,3.88,4.88,4.39,4.77,3.79,4.6,2.41,2.71,2.45
jgi.p|Yarli1|66207,YALI0C02849g,124.37,129.76,139.81,102.53,135.49,117.93,54.53,50.03,51.28
jgi.p|Yarli1|66208,YALI0C02871g,18.72,16.83,11.75,19.5,25.42,24.81,15.85,25.08,12.58
jgi.p|Yarli1|66209,YALI0C02893g,69.81,55.84,64,61.07,72.61,72.69,50.98,59.34,56.34
jgi.p|Yarli1|66210,YALI0C02915g,32.82,36.59,30.65,38.72,35.02,47.98,23.88,19.22,23.8
jgi.p|Yarli1|66211,YALI0C02937g,159.8,152.04,152.42,202.6,228.56,213.81,209.1,180.72,199.43
jgi.p|Yarli1|66212,YALI0C02959g,104.22,105.52,106.28,115.2,101.42,94.65,50.42,53.08,48.11
jgi.p|Yarli1|66213,YALI0C02981g,67.92,67.64,70.18,44.57,38.88,34.73,82.91,50.13,64.99
jgi.p|Yarli1|66214,YALI0C03003g,566.72,641.85,626,474.27,476.27,617.99,1319.05,1844.1,1414.24
jgi.p|Yarli1|66215,YALI0C03025g,0.22,0.17,0.39,0.4,0.91,1,0.23,0.1,0.3
jgi.p|Yarli1|66216,YALI0C03047g,33.92,34.27,32.46,42.21,45.56,47.81,34.72,36.72,35.71
jgi.p|Yarli1|66217,YALI0C03069g,136.85,133.42,146.77,213.52,228,236.01,108.24,89.39,106.72
jgi.p|Yarli1|66218,YALI0C03091g,4.15,5.39,5.98,10.78,8.85,13.21,2.5,1.43,5.49
jgi.p|Yarli1|66219,YALI0C03135g,21.26,21.63,23.02,18.56,19.29,19.26,20.39,23.7,20.21
jgi.p|Yarli1|66220,YALI0C03179g,113.37,113.56,109.01,106.21,111.51,94.81,121.81,116.4,102.36
jgi.p|Yarli1|66221,YALI0C03201g,89.89,87.12,93.2,97.42,94.71,100.4,39.23,51.37,52.79
jgi.p|Yarli1|66222,YALI0C03223g,396.54,382.54,435.66,408.68,354.1,420.89,173.9,208.85,198.85
jgi.p|Yarli1|66223,YALI0C03245g,17.71,18.74,16.83,18.99,19.1,20.55,17.35,16.59,18
jgi.p|Yarli1|66224,YALI0C03267g,90.87,96.07,101.15,115.04,98.86,104.09,52.27,39.09,50.85
jgi.p|Yarli1|66225,YALI0C03333g,44.13,53.22,49.59,61.08,61.76,61.56,40.74,39.76,33.45
jgi.p|Yarli1|66226,YALI0C03355g,463.55,463.91,446.2,389.49,385.9,349.39,245.51,273.16,277.16
jgi.p|Yarli1|66227,YALI0C03377g,37.31,35.52,38.1,52.12,51.45,58.59,34.46,31.29,29.85
jgi.p|Yarli1|66228,YALI0C03399g,4.93,5.03,5.18,7.62,7.97,10.73,11.83,13.33,12.37
jgi.p|Yarli1|66229,YALI0C03443g,202.91,244.21,227.83,700.09,1496.39,1200.78,3902.52,4158.76,4268.21
jgi.p|Yarli1|66230,YALI0C03465g,127.49,152.99,137.2,361.17,701.43,567.79,1804.08,1305.56,1770.3
jgi.p|Yarli1|66231,YALI0C03487g,3.32,3.1,3.4,3.02,3.6,2.78,3.98,3.85,4.13
jgi.p|Yarli1|66232,YALI0C03498g,22.15,20.81,23.56,20.1,21.44,18.35,17.26,17.36,15.91
jgi.p|Yarli1|66233,YALI0C03520g,48.33,42.89,43.33,47.47,40.5,47.46,63.11,55.64,62.08
jgi.p|Yarli1|66234,YALI0C03542g,0,0,0,0,0.16,0.1,0,0,0.13
jgi.p|Yarli1|66235,YALI0C03564g,2.95,4.58,7,11.5,14.61,20.89,59.72,33.32,51.51
jgi.p|Yarli1|66236,YALI0C03586g,0,0,0,1.79,1.56,1.41,0,0.15,0
jgi.p|Yarli1|66237,YALI0C03608g,22.59,22.62,27.55,28.73,27.74,31.12,53.95,32.39,41.69
jgi.p|Yarli1|66238,YALI0C03630g,18.33,21.72,21.2,33.21,33.9,34.41,17.16,12.95,16.56
jgi.p|Yarli1|66239,YALI0C03652g,20.52,26.12,22.58,31.35,26.85,32.43,27.85,17.28,27.33
jgi.p|Yarli1|66240,YALI0C03674g,107.45,107.95,109.05,105.21,99.64,96.72,73.02,77.23,72.59
jgi.p|Yarli1|66241,YALI0C03696g,4.11,6.78,6.78,8.66,12.8,15.23,39.34,27.85,35.92
jgi.p|Yarli1|66242,YALI0C03718g,34.52,30.44,28.23,20.83,22.56,19.12,13.97,18.53,17
jgi.p|Yarli1|66243,YALI0C03762g,26.92,29.02,29.72,34.35,30.23,32.18,6.01,4.72,7.62
jgi.p|Yarli1|66244,YALI0C03784g,30.96,29.43,32.13,24.5,22.14,30.84,18.51,18.77,17.48
jgi.p|Yarli1|66245,YALI0C03806g,0.79,2.49,0.93,20.56,12.7,34.49,118.25,33.35,83.56
jgi.p|Yarli1|66246,YALI0C03828g,12.94,14.71,14.33,30.48,29.98,30.09,30.43,12.79,23.45
jgi.p|Yarli1|66247,YALI0C03850g,97.57,100.92,99.34,89.76,84.02,77.52,65.36,55.81,60.91
jgi.p|Yarli1|66248,YALI0C03872g,3518.11,3162.59,3148.24,3479.05,3605.52,3454.76,2155.99,2720.07,2700.18
jgi.p|Yarli1|66249,YALI0C03894g,25.09,23.37,25.79,33.88,33.11,33.53,34.68,26.51,30.42
jgi.p|Yarli1|66250,YALI0C03916g,30.31,28.41,32.24,32.16,31.28,28.76,24.51,21.8,24.32
jgi.p|Yarli1|66251,YALI0C03982g,68.04,56.24,67.24,67.79,60.22,72.38,41.19,39.13,39.85
jgi.p|Yarli1|66252,YALI0C04004g,105.73,112.14,99.63,86.48,83.33,74.99,55.87,64.6,60.48
jgi.p|Yarli1|66253,YALI0C04026g,0.33,0.17,0.26,0.1,0.26,0.34,1.04,0.32,1.22
jgi.p|Yarli1|66254,YALI0C04048g,2.38,2.67,2.38,12.02,13.75,20.29,3.82,1.69,3.48
jgi.p|Yarli1|66255,YALI0C04070g,30.64,34.74,35.46,30.19,32.16,27.44,19.89,21.82,20.15
jgi.p|Yarli1|66256,YALI0C04092g,497.67,468.54,506.79,352.7,335.07,380.97,1193.23,1658.9,1442.04
jgi.p|Yarli1|66257,YALI0C04114g,34.74,37.21,35.76,42.73,52.64,58.78,87.49,60.07,73.68
jgi.p|Yarli1|66258,YALI0C04136g,3.75,3.51,3.35,4.42,4.06,4.57,3.76,3.92,3.42
jgi.p|Yarli1|66259,YALI0C04158g,47.99,42.2,46.29,42.86,48.63,43.34,63.03,59.57,58.31
jgi.p|Yarli1|66260,YALI0C04180g,21.51,15.66,20.62,25.41,27.23,28.22,18.73,17.71,18.67
jgi.p|Yarli1|66261,YALI0C04213g,158.33,147.75,139.62,79.71,80.53,76.14,106.98,119.03,108
jgi.p|Yarli1|66262,YALI0C04235g,24.36,28.68,22.65,32.05,51.88,60.15,40.24,54.68,48.66
jgi.p|Yarli1|66263,YALI0C04257g,63.81,59.45,66.09,89.33,69.53,86.24,42.56,34.85,45.43
jgi.p|Yarli1|66264,YALI0C04279g,0.28,0.78,0.84,0.13,0.5,0.32,0.45,0.41,0.65
jgi.p|Yarli1|66265,YALI0C04301g,12.67,9.65,12.52,10.86,8.87,8.88,10.15,6.62,9.69
jgi.p|Yarli1|66266,YALI0C04323g,0.22,0.17,0.13,0.1,0,0.08,0.12,0,0
jgi.p|Yarli1|66267,YALI0C04345g,78.79,71.83,73,74.96,64.18,76.59,55.11,59.03,61.78
jgi.p|Yarli1|66268,YALI0C04367g,31.33,27.64,29.84,34.66,34.57,40.59,16.34,17.66,21.4
jgi.p|Yarli1|66269,YALI0C04389g,1135.19,1014.13,1200.41,556.64,434.55,474.88,540.81,765.83,619.81
jgi.p|Yarli1|66270,YALI0C04411g,41.37,34.64,48.95,53.21,44.42,52.5,40.79,48.92,42.27
jgi.p|Yarli1|66271,YALI0C04433g,53.96,65.49,60.6,181.54,192.53,234.21,128.92,79.74,109.56
jgi.p|Yarli1|66272,YALI0C04455g,1.85,10.74,9.77,8.45,11.07,9.02,34.06,21.21,34.54
jgi.p|Yarli1|66273,YALI0C04477g,2.76,2.03,1.75,5.52,11.66,13.94,7.38,9.87,8.23
jgi.p|Yarli1|66274,YALI0C04499g,0,0,0.12,0,0,0.24,0,0,0.09
jgi.p|Yarli1|66275,YALI0C04521g,46.65,51.32,52.07,59.95,55.33,65.33,56.84,43.71,60.16
jgi.p|Yarli1|66276,YALI0C04543g,32.03,32.59,34.03,36.39,39.39,40.64,25.79,25.08,25.52
jgi.p|Yarli1|66277,YALI0C04565g,43.91,51.42,48.94,54.9,64.43,80.72,231.83,280.66,243.75
jgi.p|Yarli1|66278,YALI0C04587g,19.41,22.33,21.66,27.02,32.16,29.06,33.55,32.38,34.67
jgi.p|Yarli1|66279,YALI0C04620g,201.49,203.86,175.02,150.77,169.54,145.51,152.61,167.12,142.96
jgi.p|Yarli1|66280,YALI0C04730g,1.62,1.05,2.6,127.07,160.27,284.25,35.75,17.98,27.56
jgi.p|Yarli1|66281,YALI0C04774g,38.32,33.55,34.81,27.2,21.1,25.66,26.19,20.51,25.54
jgi.p|Yarli1|66282,YALI0C04796g,18.77,18.13,22.37,38.29,47.1,47.78,60.76,67.81,62.17
jgi.p|Yarli1|66283,YALI0C04818g,104.89,104.39,116.07,114.26,104.07,106.98,62.87,62.57,60.25
jgi.p|Yarli1|66284,YALI0C04884g,31.79,44.97,34.68,24.14,23.43,33.76,76.48,63.06,69.62
jgi.p|Yarli1|66285,YALI0C04906g,43.52,44.78,46.22,57.66,40.71,50.13,24.63,24.53,30.39
jgi.p|Yarli1|66286,YALI0C04928g,97.54,102.24,116.47,118.39,102.44,117.64,119.69,100.3,119.54
jgi.p|Yarli1|66287,YALI0C05038g,10.41,10.75,10.82,9.38,7.5,7.4,8.34,7.95,8.85
jgi.p|Yarli1|66288,YALI0C05060g,38.46,38.56,39.58,61.87,59.99,69.45,25.51,28.36,26.3
jgi.p|Yarli1|66289,YALI0C05082g,1427.33,1239.3,1256.32,1256.22,1127.37,1107.01,666.28,987.23,847.96
jgi.p|Yarli1|66290,YALI0C05104g,79.61,85.29,72.24,93.62,128.85,109.56,106.37,104.36,123.74
jgi.p|Yarli1|66291,YALI0C05126g,27.29,23.97,26.49,32.07,40.88,37.64,25.36,24.33,23.02
jgi.p|Yarli1|66292,YALI0C05148g,1600.34,1281.79,1446.6,1307.04,1143.15,1214.58,745.67,1178.73,1042.3
jgi.p|Yarli1|66293,YALI0C05170g,237.98,259.09,222.13,215.94,194.77,186.86,78.82,85.43,87.05
jgi.p|Yarli1|66294,YALI0C05236g,0.32,0,0.38,0,0.38,0,8.36,1.22,6.47
jgi.p|Yarli1|66295,YALI0C05258g,1.72,1.84,1.44,3.11,3.51,4.43,35.09,6.72,25.98
jgi.p|Yarli1|66296,YALI0C05280g,58.5,60.56,60.23,55.08,46.2,50.38,66.88,52.8,68.89
jgi.p|Yarli1|66297,YALI0C05302g,37.04,38.27,39.95,49.67,51.62,51.87,29.13,22.74,29.34
jgi.p|Yarli1|66298,YALI0C05324g,87.47,117.15,110.12,71.48,101.28,76.73,233.93,207.58,197.19
jgi.p|Yarli1|66299,YALI0C05346g,51.84,59.42,69.3,66.23,68.96,72.59,42.84,43,42.02
jgi.p|Yarli1|66300,YALI0C05368g,30.61,30.97,29.47,23.83,25.57,23.21,28.74,29.56,28.87
jgi.p|Yarli1|66301,YALI0C05467g,347.21,331.9,357.42,457.86,497.78,497.33,396.83,282.64,377.29
jgi.p|Yarli1|66302,YALI0C05489g,51.46,48.06,58.97,97.14,90.53,101.94,52.49,46.69,52.01
jgi.p|Yarli1|66303,YALI0C05500g,18.93,18.36,24.27,19.79,20.39,20.8,19.45,25.02,23.95
jgi.p|Yarli1|66304,YALI0C05511g,120.03,110.32,129.07,192.32,194.49,229.38,142.77,160.78,147.98
jgi.p|Yarli1|66305,YALI0C05533g,69.32,75.45,87.14,114.51,116.96,103.93,296.46,142.59,266.87
jgi.p|Yarli1|66306,YALI0C05555g,29.45,35.11,37.75,44.74,43.7,48.64,17.75,22.28,20.5
jgi.p|Yarli1|66307,YALI0C05577g,16.47,15.05,13.89,35.26,27.04,35.28,25.62,16.47,28.13
jgi.p|Yarli1|66308,YALI0C05599g,220.53,207.16,200.57,117.49,104.01,99.47,134.08,168.62,148.01
jgi.p|Yarli1|66309,YALI0C05621g,416.22,372.73,435.58,759.62,782.69,852.69,1074.53,1307.44,1379.16
jgi.p|Yarli1|66310,YALI0C05643g,31.93,37.38,30.97,37.13,46.32,42.97,36.15,40.06,34.28
jgi.p|Yarli1|66311,YALI0C05665g,106.77,125.91,118.5,155.17,154.69,153,170.21,134.62,163.61
jgi.p|Yarli1|66312,YALI0C05687g,2718.8,2902.51,3102.89,1883.42,1620.17,1718.92,1411.66,1571.22,1371.72
jgi.p|Yarli1|66313,YALI0C05709g,15.18,13.68,15.19,19.12,10.76,20.31,13.24,15.06,12.74
jgi.p|Yarli1|66314,YALI0C05731g,0.13,0.63,0.16,0.5,0,0.1,0.28,0.77,0.37
jgi.p|Yarli1|66315,YALI0C05753g,32.19,38.09,34.94,52.83,56.59,55.22,263.98,200.92,253.07
jgi.p|Yarli1|66316,YALI0C05775g,39.33,38.72,49.9,76.35,92.97,84.7,147,158.41,128.55
jgi.p|Yarli1|66317,YALI0C05797g,21.68,20.38,21.51,33.81,28.88,38.11,26.56,18.99,21.67
jgi.p|Yarli1|66318,YALI0C05819g,122.37,131.15,144.29,210.84,192.11,225.74,128.01,103.17,117.25
jgi.p|Yarli1|66319,YALI0C05841g,0,0,0,0.91,0.29,1.88,0.26,0,0
jgi.p|Yarli1|66320,YALI0C05863g,60.12,53.87,61.75,88.68,92.68,97.43,138.12,89.27,131.99
jgi.p|Yarli1|66321,YALI0C05885g,3,2.52,4.01,13.47,10.08,20.47,4.65,4.7,5.22
jgi.p|Yarli1|66322,YALI0C05907g,25.18,25.81,24.61,55.71,41.63,55.68,30.61,20.5,25.12
jgi.p|Yarli1|66323,YALI0C05929g,42.56,43.55,41.91,52.77,47.87,49.47,44.03,43.33,39.96
jgi.p|Yarli1|66324,YALI0C05951g,2667.4,2719.01,2670.29,2143.36,2545.01,2422.65,1700.49,1811.64,1780.21
jgi.p|Yarli1|66325,YALI0C05973g,28.21,34.87,36.38,38.06,46.41,42.07,30.58,33.46,30.09
jgi.p|Yarli1|66326,YALI0C05995g,17.54,17.45,19.6,26.64,26.16,27.97,21.07,22.86,22.17
jgi.p|Yarli1|66327,YALI0C06017g,0.33,0.26,0,2.74,3.9,3.52,1.03,0,0.61
jgi.p|Yarli1|66328,YALI0C06039g,187.31,183.87,185.04,255.29,251.87,259.03,300.7,218.42,284.37
jgi.p|Yarli1|66329,YALI0C06061g,24.74,26.04,27.13,12.98,10.84,11.55,14.67,20.1,18.31
jgi.p|Yarli1|66330,YALI0C06083g,158.55,188.73,160.56,105.4,144.27,114.56,342.78,373.69,313.33
jgi.p|Yarli1|66331,YALI0C06105g,1.28,1.56,1.52,1.84,1.23,1.38,1.53,0.82,0.56
jgi.p|Yarli1|66332,YALI0C06127g,30.34,34.07,29.54,68.45,74.34,92.21,127.98,164.37,154.85
jgi.p|Yarli1|66333,YALI0C06149g,24.99,25.76,27.53,28.54,32.08,37.02,39.75,37.64,40.54
jgi.p|Yarli1|66334,YALI0C06171g,52.7,69.78,54.99,151.62,261.1,238.09,257.05,140.39,224.45
jgi.p|Yarli1|66335,YALI0C06193g,10.28,13.63,13.77,17.62,29.51,27.52,54.51,35.43,52.86
jgi.p|Yarli1|66336,YALI0C06215g,55.69,57.97,53.07,41.7,49.98,45.87,53,58.02,59.78
jgi.p|Yarli1|66337,YALI0C06237g,448.94,963.59,790.44,2717.46,2670.92,3134.35,5232.05,3030.37,5137.88
jgi.p|Yarli1|66338,YALI0C06259g,0.45,0.35,0,0,0,0.34,4.23,0,6.2
jgi.p|Yarli1|66339,YALI0C06281g,72.39,74.04,70.15,64.9,72.86,65.51,141.01,121.69,125.64
jgi.p|Yarli1|66340,YALI0C06303g,80.73,89.5,68.56,88.05,85.78,82.32,94.53,75.97,93
jgi.p|Yarli1|66341,YALI0C06325g,26.47,78.48,64.48,229.09,261.38,295.31,389.69,87.26,272.95
jgi.p|Yarli1|66342,YALI0C06347g,16.76,18.81,17.53,56.86,79.58,66.05,67.08,39.23,47.6
jgi.p|Yarli1|66343,YALI0C06369g,5993.83,6460.05,6064.89,5143.31,5491.52,5267.22,2984.67,2829.61,2928.78
jgi.p|Yarli1|66344,YALI0C06391g,0.72,0.78,0.84,1.08,0.83,1.14,1.6,1.31,1.39
jgi.p|Yarli1|66345,YALI0C06424g,700.49,648.59,855.29,447.87,365.83,582.55,971.74,1118.38,998.46
jgi.p|Yarli1|66346,YALI0C06446g,142.58,137.85,144.17,159.23,147.04,162.72,62.82,72.62,70.28
jgi.p|Yarli1|66347,YALI0C06460g,20.17,26.79,25.44,89.63,101.58,111.13,49.93,45.69,50.76
jgi.p|Yarli1|66348,YALI0C06490g,656.17,608.62,626.44,431.78,380.18,388.14,399.16,408.12,410.78
jgi.p|Yarli1|66349,YALI0C06512g,0,0,0,0.39,0.25,0.8,0,0,0
jgi.p|Yarli1|66350,YALI0C06534g,9.77,13,17.68,40.23,35.59,53.29,94.2,53.9,63.8
jgi.p|Yarli1|66351,YALI0C06556g,16.88,17.18,19.79,28.26,28.68,33.24,31.33,31.74,30.47
jgi.p|Yarli1|66352,YALI0C06578g,135.35,115.21,122.94,127.6,111.6,137.97,160.45,147.23,154.17
jgi.p|Yarli1|66353,YALI0C06600g,50.2,69.42,60.28,105.85,86.53,96.62,57.84,59.47,70.34
jgi.p|Yarli1|66354,YALI0C06622g,11.58,9.05,14.34,21.59,16.41,26.29,20.11,21.19,16.86
jgi.p|Yarli1|66355,YALI0C06644g,6.31,10.17,11.89,8.07,9.9,6.75,8.08,7.86,8.94
jgi.p|Yarli1|66356,YALI0C06710g,1.79,2.31,2.57,6.5,7.08,10.7,6.35,6.98,7.15
jgi.p|Yarli1|66357,YALI0C06732g,91.08,74.22,109.36,190.94,224.25,225.55,109.1,134.09,123.49
jgi.p|Yarli1|66358,YALI0C06754g,6.03,7.99,5.41,19.14,19.46,22.29,11.51,7.84,8.31
jgi.p|Yarli1|66359,YALI0C06776g,293.94,292.51,301.57,344.25,359.21,346.19,574.93,614.61,566.94
jgi.p|Yarli1|66360,YALI0C06798g,159.32,158.99,183.76,284.1,310.49,345.15,292.43,297.59,304.64
jgi.p|Yarli1|66361,YALI0C06820g,2427.67,2500.22,2209.51,1901.21,1823.39,1649.92,1147.81,1490.24,1296.05
jgi.p|Yarli1|66362,YALI0C06842g,131.4,158.61,142.96,154.14,180.04,173.03,152.88,141.16,135.9
jgi.p|Yarli1|66363,YALI0C06853g,386.25,330.35,394.91,415.6,375.26,411.47,239.12,342.75,296.44
jgi.p|Yarli1|66364,YALI0C06864g,306.21,321.47,330.5,306.04,289.64,302.91,187.28,192.4,171.36
jgi.p|Yarli1|66365,YALI0C06886g,2880.33,2656.44,2916.59,2877.94,2663.67,2799.67,1569.6,1846.3,1861.72
jgi.p|Yarli1|66366,YALI0C06908g,0,0.5,0,0,0,0.25,0,0,0
jgi.p|Yarli1|66367,YALI0C06930g,39.76,41.04,43.43,107.64,103.41,123.41,79.68,45.53,67.51
jgi.p|Yarli1|66368,YALI0C06952g,253.54,287.91,249.02,191.76,223.51,187.66,102.26,132.13,121.77
jgi.p|Yarli1|66369,YALI0C06974g,32.71,30.72,33.13,29.27,22.99,21.92,19.74,19.03,20.49
jgi.p|Yarli1|66370,YALI0C06996g,65.6,63.71,78.94,83.27,85.06,87.85,67.91,55.65,64.06
jgi.p|Yarli1|66371,YALI0C07018g,38.9,39.42,42.05,46.2,41.58,47.95,37.35,30.79,45.05
jgi.p|Yarli1|66372,YALI0C07040g,20.36,20.3,18.56,28.25,31.63,33.59,27.72,24.98,27.01
jgi.p|Yarli1|66373,YALI0C07062g,83.83,71.88,99.82,58.2,37.68,50.31,52.91,65.97,60.68
jgi.p|Yarli1|66374,YALI0C07128g,132.77,142.48,131.46,126.82,113.04,117.15,60.64,73.39,68.49
jgi.p|Yarli1|66375,YALI0C07150g,6.93,7.22,7.07,9.67,9.68,10.54,10.06,7.18,8.49
jgi.p|Yarli1|66376,YALI0C07172g,18.93,20.29,18.33,15.75,14.54,14.84,10.21,9.14,10.43
jgi.p|Yarli1|66377,YALI0C07194g,5.79,5.85,7.51,5.33,4.5,5.07,3.19,3.69,3.18
jgi.p|Yarli1|66378,YALI0C07238g,60.64,81.39,79.48,83.28,80.71,76.87,76.4,62.81,74.45
jgi.p|Yarli1|66379,YALI0C07260g,4.42,5.36,5,4.79,4.17,4.1,3.79,1.78,2.48
jgi.p|Yarli1|66380,YALI0C07282g,16,13.5,17.37,19.71,17.81,24.16,6.57,3.65,7.54
jgi.p|Yarli1|66381,YALI0C07304g,162.5,146.88,166.57,111.59,134.6,123.5,116.99,103.38,106.9
jgi.p|Yarli1|66382,YALI0C07326g,20.25,18.93,18.36,24.6,28.48,29.56,63.77,67.84,62.56
jgi.p|Yarli1|66383,YALI0C07348g,1.54,1.14,2.19,1.82,0.86,1.5,2.16,0.99,1.52
jgi.p|Yarli1|66384,YALI0C07414g,345.25,376.35,374.95,524.06,501.03,559.42,573.51,564.41,603.23
jgi.p|Yarli1|66385,YALI0C07436g,10.74,9.58,11.75,11.99,9.61,11.3,7.51,7.39,9.69
jgi.p|Yarli1|66386,YALI0C07458g,0,0,0,0,0,0,0,0,0
jgi.p|Yarli1|66387,YALI0C07480g,0,0,0,0,0,0,0,0,0
jgi.p|Yarli1|66388,YALI0C07502g,104.24,116.48,109.84,157.23,170.05,155.59,148.58,133.6,127.73
jgi.p|Yarli1|66389,YALI0C07524g,600.72,549.6,610.63,791.2,733.19,762.78,783.06,716.55,825.21
jgi.p|Yarli1|66390,YALI0C07546g,0.56,0.97,0.66,1.04,0.53,0.51,0.59,0.54,0.1
jgi.p|Yarli1|66391,YALI0C07568g,20.44,18.21,18.8,27.6,26.23,31.18,22.43,18.69,21.77
jgi.p|Yarli1|66392,YALI0C07590g,0,0,0,0,0,0,0.41,0.25,0.12
jgi.p|Yarli1|66393,YALI0C07612g,33.93,37.53,29.75,29.85,43.14,38.17,59.17,45.4,55.69
jgi.p|Yarli1|66394,YALI0C07634g,1.86,3.92,1.47,1.16,0.74,1.91,1.96,0.6,2.3
jgi.p|Yarli1|66395,YALI0C07656g,16.13,17.62,21.25,26.72,32.81,35.02,100.68,68.59,102.93
jgi.p|Yarli1|66396,YALI0C07678g,39.32,36.72,33.77,76.83,88.81,98.23,82.84,107.85,87.59
jgi.p|Yarli1|66397,YALI0C07700g,13.7,14.4,16.73,16.6,16.11,21.2,16.38,17.94,19.08
jgi.p|Yarli1|66398,YALI0C07722g,0,0,0.11,0.09,0.11,0.29,0.2,0,0
jgi.p|Yarli1|66399,YALI0C07744g,0.81,0.88,0.72,0.66,0.72,1.71,2.13,1.56,1.59
jgi.p|Yarli1|66400,YALI0C07777g,13.64,18.42,17.71,25.03,24.53,25.73,53.93,59.07,55.59
jgi.p|Yarli1|66401,YALI0C07821g,5.89,4.01,4.83,17.81,17.62,19.68,11.92,8.54,9.39
jgi.p|Yarli1|66402,YALI0C07843g,41.87,41.35,42.87,72.35,79.1,75.47,62.8,52.75,54.44
jgi.p|Yarli1|66403,YALI0C07865g,25.29,24.91,24.71,19.42,18.5,21.2,10.88,13.37,13.53
jgi.p|Yarli1|66404,YALI0C07887g,213.54,220.54,223.58,190.17,162.31,167.73,96.12,108.08,116.29
jgi.p|Yarli1|66405,YALI0C07909g,16.07,17.1,17.93,21.94,19.89,24.46,12.56,14.95,12.53
jgi.p|Yarli1|66406,YALI0C07931g,0,0,0,0,0,0,0,0,0
jgi.p|Yarli1|66407,YALI0C07953g,615.66,970.79,671.66,1288.44,1778.88,1306.23,1680.72,295.12,1159.64
jgi.p|Yarli1|66408,YALI0C07975g,13.18,10.91,13.72,25.92,29.2,28.34,17.98,17.29,16.42
jgi.p|Yarli1|66409,YALI0C08030g,36.96,41.21,39.08,44.06,39,43.57,31.69,32.81,36.1
jgi.p|Yarli1|66410,YALI0C08052g,70.97,70.19,59.13,31.42,27.25,30.44,30.69,45.49,36.1
jgi.p|Yarli1|66411,YALI0C08074g,0.15,0.12,0.17,0.55,0.87,0.22,0.92,0.7,1.63
jgi.p|Yarli1|66412,YALI0C08096g,30.73,31.28,30.81,17.01,20.12,17.38,16.77,14.11,16.48
jgi.p|Yarli1|66413,YALI0C08118g,191.33,211.28,212.36,237.37,253.07,254.32,380.9,331.21,361.68
jgi.p|Yarli1|66414,YALI0C08140g,86.88,116.41,114.8,69.07,63.35,74.12,183.67,166.04,176.01
jgi.p|Yarli1|66415,YALI0C08184g,7.45,7,8.5,6.16,6.04,6.69,9.18,6.76,6.64
